odai_type,odai,response,score
image,「リモコンあるある」,八つ当たりに最適,2.441500139412554
image,「この男の顔は、何かを示唆しているのか？」,ストパーにイメチェンしたラモス,2.6395735997430174
image,「大掃除の時に捨てとくべきもの第1位は？」,去年の大掃除の時に結局使わなかった掃除道具,2.6868364282230046
image,「彼女は、華やかな衣装と自信に満ちた表情で、舞台の上で光を放っています。」,ジュディ・オングは葬った!貴方はもっとこのドレスを鮮やかに返り血で染めてあげるわ!いざ勝負!にしきのあきら!,2.7285251974529725
image,"この漫画のシーンは、キャラクターが何か深刻な状況に直面していることを示しています。以下に日本語でキャプションを提案します：

「恐怖の瞬間。彼は目を閉じ、息を止める。」

このキャプションは、キャラクターの表情や姿勢から緊張感と危険を感じさせる内容を表現しています。また、「恐怖の瞬間」というフレーズは、物語の重要な展開や重要な出来事への期待感を高めます。",月曜6:30,3.1662716986203963
image,「この瞬間、彼の心はどこに向かっているのか？」,なんで棚卸しの日にみんな休むんですか?,2.6395735997430174
image,「でも、おれは勝つ。」,神に誓って何,4.0
image,「アメリカ代表の選手が喜びを表現する姿」,あぁニシンにカツオ節♪干し芋に卵♪それに梅干♪いやー!これバターやないのー♪,2.884909888553468
image,「三つ子の豚」は、世界中の子供たちに愛される有名なアニメーション作品です。この3匹の豚が一緒に働く姿勢や、それぞれの個性が魅力的です。彼らの友情と協力の精神は、多くの人々に启示を与えています。,TKOの/し,3.0756852460536646
image,「笑顔で握手を交わす日本の著名な人物」,めっちゃマニアックな話題が通じた,2.9738614862634227
image,雪の中、白い猫が静かに立っています。,...気づくのが遅いニャ。戦場なら5回は殺られてるニャ。,4.0
image,「この番組は、一文字だけ抜いて、つまらなさそうなものにします。」,帰ってたウルトラマン,3.2191977750738734
image,「瞳をとめて」？,瞳をあけると〜/瞬きができる〜,2.441500139412554
image,「朝の静けさを打破する猫の声。」,「誰が猫舌じゃ!見とけよ!猫舌じゃないことを見せたるあっつァーーー!」,4.0
image,「あなたが何を望んでいるのか、私にはわかりません。」,待って!少し寒いわ!,4.0
image,「これは何ですか？」,すいません。16時からカラーと角カットで予約とれますか?,2.7285251974529725
image,「三つの頭のリングは、それぞれが異なる意味を持っています。左側の頭は「聞こえない」という意味で、中央の頭は「話さない」という意味で、右側の頭は「見ない」という意味です。これらの頭は、それぞれが他の頭を覆い隠すように配置されています。このリングは、自分自身を守り、他人を守るというメッセージを含んでいます。」,見ざる、聞かざる、言わざるの100年後,2.6395735997430174
image,「猫の世界は、まるでアニメーションのようだね。」,8匹、イヤッホーーーーゥ感満載で、2匹は何かやっちまった感満載である。,2.765817072286489
image,「空飛ぶパンダが大喜び！」,落ちたらバイキンマンにやられたって言うんだぞ,3.2191977750738734
image,「医者としての責任と苦労を理解する」,ボケて依存症の患者,2.765817072286489
image,「ゾンビ映画で1番やられるやつ」,陽キャでも陰キャでもないやつ,2.765817072286489
image,「猫の世界は、まるでアニメーションのようだね。」,猫アレルギーの猫,2.765817072286489
image,「名作アニメに3文字加えて迷作アニメにしてください」,アアンパンパンマン,4.0
image,「この世界の果てまで君が戦う」,先生が「じゃあ、今日は3月3日だから・・・」と言った時の出席番号3番、13番、23番、33番,4.0
image,この画像には、花壇に植えられた植物と、その上に置かれた像が見えます。像は手で花壇を持ち上げている姿勢をしています。背景は白い壁で、全体的に静かで落ち着いた雰囲気があります。,『メドゥーサだって女なんだから花でも贈れば平気さ!』なんて言ってた女たらしのサムが射手座の癖に水瓶座みたいになってた,2.9536305259146314
image,サンタクロースが怒っているように見えます。何か問題があるようです。,二/マ乱太郎,2.8586797092071783
image,「安全第一！ヘルメットを着用してください。」,KY活動,2.5850126684327632
image,「空飛ぶパンダが大喜び！」,正直に言うんだ。ぼくの悪口をいったのは誰だ,4.0
image,「無断で唐揚げにかけても怒られないものとは？」,ラップ,2.339676379622312
image,「日本語のキャプションを提供できません。」,おれ日本でこんなにボケられてるの?,2.6868364282230046
image,「意外な展開にして下さい CRAZYPIERROT 銃を向けられたけど」,チャーシュー1枚多く入れてくれた,2.520480783476038
image,申し訳ありませんが、この画像の内容を日本語で説明することはできません。画像には人物や文字が含まれていますが、その意味や文脈が不明確です。もし画像の詳細な説明や背景情報を提供していただけますと、より適切な回答ができるかもしれません。,搬送中にご遺体を落っことして,2.909329601306698
image,"上：「猫の表情が変化する瞬間」
下：「猫の表情が変わった理由は？」",母ちゃん帰って来た!リモコンリモコン!!あ、おかえり。ちょうどニュースはじまったみたい,2.7285251974529725
image,申し訳ありませんが、そのような内容の画像を提供することはできません。代わりに、適切な話題についてお話しすることは可能です。例えば、学校の生活や友人との関係などについて、安全で適切な内容で話すことができます。,ちょうどのど乾いてたところ,1.9508275617916526
image,「清く、正しく、美しく」みたいなキャッチコピーを考えさせてください。,ボケる笑う星付ける,2.441500139412554
image,「空飛ぶ鳥、山々を眺めながら旅する。」,高いの苦手なんだよ〜,2.6868364282230046
image,"この写真は、同じ人物が異なる表情やポーズで撮影された6枚の写真を組み合わせたものです。以下に日本語でキャプションを提案します：

1. 左上：「笑顔で見つめている」
2. 右上：「驚いた表情」
3. 左中：「リラックスした姿勢」
4. 右中：「笑顔で話している」
5. 左下：「リラックスした姿勢」
6. 右下：「驚いた表情」",アンパンマンが楽しくて仕方がない,3.1302461773639187
image,「朝の静けさを打破する猫の声。」,ご飯できたよーて何回言わせんの!ゲームやめなさい!,2.6868364282230046
image,「今日も元気な柴犬の写真です。」,ふーん、主人、ソフトバンクにするんすか?あんな奴がいいんすか?ふーん。,2.6395735997430174
image,「三つ子の豚」は、世界中の子供たちに愛される有名なアニメーション作品です。この3匹の豚が一緒に働く姿勢や、それぞれの個性が魅力的です。彼らの友情と協力の精神は、多くの人々に启示を与えています。,きょう/隠しか,3.028422417573677
image,「黒人男性の政治家が、他の男性と握手を交わしています。背景には、議会や会議室のような場所が見えます。」,「お店についたら豚肉500グラムくださいって言うんだぞ。言ってみて」「早ク人間ニナリタイ」「全然違うやないか」,4.0
image,「三つ子の豚」は、世界中の子供たちに愛される有名なアニメーション作品です。この3匹の豚が一緒に働く姿勢や、それぞれの個性が魅力的です。彼らの友情と協力の精神は、多くの人々に启示を与えています。,さっ/トンカツうまかっ,2.9929983330757075
image,"怖そうでも怖くない怪談のタイトル

このタイトルは、怖い内容を含む怪談を読んだり視聴したりする際に、その内容が怖くないことを強調しています。",多目的トイレの渡部さん,3.4545631102378533
image,ドラえもんの道具に一文字足して台無しにしてください。,あんきもぱん,2.6395735997430174
image,「アメリゴは、自分の発見についての説明をしたが、後に嘘だとバレた。」,浮気相手とデートのため、彼女に/クリスマスは仕事,2.830348957243214
image,「このキャラクターは、有名なアニメーション作品の一部です。彼の表情や服装から、何らかの重要な出来事や対話をしていることが伺えます。」,こんにちは、私は球団のスカウトマンです。訳あって球団名はあかせませんが貴方に大変興味をもってます。,4.0
image,「窓から見下ろす男の姿。何かを観察しているかのように、手には銃を持っています。」,絶対にスカートをめくらせない田中さんVS絶対にスカートをめくらせる教頭先生の対決が最終決戦に突入した。,3.0901340051604236
image,「私の力は530だ！」,目,2.441500139412554
image,茨城県で新型コロナウイルスの感染者が確認されました。,で村,2.6395735997430174
image,「日本の首相が、アメリカの政治家の髪を展示するという衝撃的な出来事。」,逆らうとトランプといえどこうなる,4.0
image,"この漫画の内容を日本語で説明すると：

「あっ、剛田タケシ！！」

「キャラ。」

「おれ、歌手になっちゃってよかっただろ。」

「サングラスかけよう。」

「この人気にはまいったなあ。」

「サインして！」

このシーンでは、刚田タケシというキャラクターが、歌手になりたくてサングラスをかけています。周りの人々は彼のサングラスを喜んで手渡そうとしている様子です。",ん?、連帯保証人?,2.765817072286489
image,「強さと勇気を胸に、戦い続ける。」,ヨウ素液に力強く反応するデンプン,2.9321727170334553
image,「意味わからな過ぎて引いたとき」,最近の日清のCM,2.8586797092071783
image,「お前、何をしに来たんだよ？」,おぉ、よく来たねえーっと...豆腐マン?じゃなくて角砂糖坊やか!「初めまして、激落ち君です...」,4.0
image,「ありそうでない銃の名前」,AKB-48,4.0
image,「カワハギのライダーがカーブを曲がる姿は、まるでアニメーションのよう！」,「にゃんちゅうだにゃあ↓ぁぁあああああ↑ああん、あ↑あ↓ぁぁぁぁぁーーー↑」,2.909329601306698
image,「自称イケメン嫌いの女に言ってはいけない言葉」,じゃ今度、アインシュタインの稲田を君に紹介するよ,2.5850126684327632
image,「日本の伝統的なお菓子、クッキーの一つです。」,緒令尾さんちのハンコが洒落てる,2.765817072286489
image,「左：夜の寝る時間、右：朝の目覚め」,羊が1匹羊が2匹.../羊が10万匹~!やたー!,4.0
image,"この戦いが終わったら結婚するんだの類語

- 俺に構わず先に行け！
- 生きてまた会おう
- 国に帰ったら店を始めるんだ
- 一緒に過ごしたいと思います。",ん?こ、これは!?・・・そうか、ヤツが犯人だったのか!!,2.520480783476038
image,「車の中で何かを語っている様子」,レギュラー満タンで!,2.6395735997430174
image,「このキャラクターは、日本のアニメや漫画でよく見かける、強力な戦士や英雄です。彼の特徴的な外見と能力が、多くのファンに愛されています。」,飼い犬の出産を手伝っていたらとんでもねぇのが出てきた,3.6870272369680173
image,「お兄ちゃん、お姉ちゃん、お前はどこにいるの？」,「なんだとこの魔法瓶野郎」「おめぇもだろが!」,4.0
image,「戦車が通過する中、作業中のトラックが横断している様子。」,当たらなければ、どうということはない。,3.0901340051604236
image,「メリー喜多川にひとこと」,ジャニーズの本当の老害,2.520480783476038
image,「3ヶ月で料理をしたこともなかった僕が」,星3つ取れた!!,2.6395735997430174
image,「オラはさっきみてきたが、どんなものだったぞ」,トランクスの下半身,2.6395735997430174
image,この画像は、日本の相撲の試合を撮影したものです。観客席には多くの人々がおり、中央には相撲力士が立っています。力士の服装やポーズから、この試合が行われている場所が日本であることが推測されます。,左上の人、何もってんの?,2.6395735997430174
image,"扇風機に無駄な機能が追加された

どんな機能？",温風,2.520480783476038
image,「お母さん、お父さんの前で食べたいよ！」,波平「カツオ、今日は特別に好きなだけ見ていいぞ。」,4.0
image,「昔話に松崎しげるを登場させて変な感じにしてください」,生まれたアヒルの中に1匹みにくい真っ黒なしげるの子が混じっていました。すぐ捨てられました,3.044887965312108
image,"この画像は、1705年に描かれた「The Man with the Irons」（鉄の男）という有名な絵画です。これは、16世紀のイタリアで行われた人間の身体に鉄棒を突き刺す刑罰の絵画です。

この絵は、当時の社会の不正直さや人間の苦しみを象徴的に表現しています。鉄棒が身体の各部分に突き刺さっている様子は、人間の体が物の一部のように扱われていることを",こんちわーNH...,2.6395735997430174
image,"1. 「何が起こっているの？」
2. 「……」
3. 「何が起こっているの？」
4. 「……」",あ・・・両目で見るのか・・・,4.0
image,「犬の表情が超可爱い！」,あいつまた俺の携帯食ったな...,4.0
image,「三匹の子豚のオオカミ 知られざる悲しい過去とは？」,大神の姓が認められなかった。,2.1961638506021033
image,「強さと勇気を胸に、戦い続ける。」,あ、ビンゴです,2.9738614862634227
image,「マジで読む気が出ない昔話の書き出しとは？」,テレビ朝日には池沼がいて、かなり大問題を起こしていたことがある,2.8586797092071783
image,「お兄ちゃん、お姉ちゃん、お前はどこにいるの？」,しまじろう「とあるはマジで面白いの!」ぞうた「SAOの方が面白いに決まってるだろ!!」,3.198966814725082
image,「猫のような顔で、何かを叫んでいる猫。」,笑ってはいけないの松本,4.0
image,「車の中でリラックスしているウサギ。笑顔で見上げる姿がかわいいです。」,何も聞かずに車出して。どこか遠くまで。,2.6395735997430174
image,この画像は、19世紀のヨーロッパの画家によって描かれた肖像画です。二人の男性が描かれています。右側の男性は白髪で、左側の男性は茶色の髪をしています。彼らは真剣な表情をしており、何か重要な会話をしているように見えます。背景は暗く、彼らの顔が際立っています。この作品は、当時の社会や文化を反映した芸術作品の一つとされています。,田中が笑ってないか厳しくチェックする田中,2.9738614862634227
image,「三つの頭のリングは、それぞれが異なる意味を持っています。左側の頭は「聞こえない」という意味で、中央の頭は「話さない」という意味で、右側の頭は「見ない」という意味です。これらの頭は、それぞれが他の頭を覆い隠すように配置されています。このリングは、自分自身を守り、他人を守るというメッセージを含んでいます。」,デザイン性を疑う。,2.6395735997430174
image,「名前だけなら吉田沙保里と張り合えそうな強そうな名前のもの」,剛力彩芽,4.0
image,"「誰なのよ！！」
「え？誰？」
「だれなのよ！！」",力が欲しいか?,2.6868364282230046
image,"扇風機に無駄な機能が追加された

どんな機能？",うなずき,2.441500139412554
image,「建築模型を前に、議論する人々」,孫の運動会観戦の打ち合わせが模型作りから,3.1662716986203963
image,猫の入浴が楽しいですね！猫は水が好きで、お風呂に入るのが大好きです。 caption: 猫の入浴時間は最高のリラクゼーション時間！ #猫 #入浴 #リラクゼーション,フッ...!!これが私の完全形態だ!!,2.909329601306698
image,「日本の歴史を学ぶと、このような情景がよく見受けられます。」,峰打ちって言うたやん,2.7995516765016575
image,「異音モールにありがちなこと」,歌謡市がアツい,2.6868364282230046
image,「水没した街角で笑顔を見せる男の写真。」,別に助けは求めてないけど♪,2.7995516765016575
image,「名作漫画を1文字変更してやばくしてください」,とっとこハメ太郎,3.566357823674566
image,"「強盗だ！手を上げろ！」
「どうした、早く手を上げろ」
「…………」",脇汗、恥ずかしいんで...,2.765817072286489
image,「大きくなると困るものを挙げてください」,ナベツネの態度,2.6868364282230046
image,「日本の若手選手の活躍を応援しています。」,20手先を見てる,2.6395735997430174
image,「生足魅惑のマーメイド」みたいな事言ってください。,又貸し疑惑のマーメイド,2.441500139412554
image,「今だから言える事」,俺の一番伸びてるボケ、ボケた時は歌だと知らなかった,2.765817072286489
image,「勝手に戦え！」,ーブイと呼ぶ派/ダルトビデオと呼ぶ派,4.0
image,世界遺産の名前を少し変えて価値をなくして下さい,世界偽産,2.6868364282230046
image,「車の中でリラックスしているウサギ。笑顔で見上げる姿がかわいいです。」,月まで。,2.6395735997430174
image,「自分の悪かったことを気が付いて改めるというのは立派なことだ。」福沢諭吉,"そんな立派な君には...はい、10,000円。",2.441500139412554
image,"ボケてをする事による意外なメリット

この言葉は、ボケてをする行為が、予想外の良い結果をもたらす可能性があることを意味しています。例えば、友人との会話で冗談を交わしたり、仕事で新しいアイデアを生み出したり、ストレスを軽減したりするなどの効果があります。",時間を有効的に使った気になれる,2.441500139412554
image,「北朝鮮の指導者たちが会談を終え、笑顔で別れました。」,「ぷっ笑あ、あのっ頭に受話器乗ってますよ笑笑...」「え?なんだって?笑」,2.7995516765016575
image,申し訳ありませんが、そのような内容の画像を提供することはできません。代わりに、適切な話題についてお話しすることは可能です。例えば、学校の生活や友人との関係などについて、安全で適切な内容で話すことができます。,なんだよ祐太ウンチ,4.0
image,「ハロウィンの日は、マントルを着て笑顔で楽しもう！」,マキバオーじゃねぇよっ!,2.6868364282230046
image,「日本の伝統的な料理、すき焼きの盛り合わせです。右側には赤身の肉が、左側には白身の肉が並んでいます。緑色の葉は、すき焼きの特徴的な飾り物です。」,負けた,4.0
image,「なんで知ってるの？」とツッコませてください。,お前の母ちゃん出べそ!!...でもヘソの下のホクロはセクシーだよな。,4.0
image,「テストのせいせきが、ひどく悪かったんだ。」,名前も書けなかったの?,2.7995516765016575
image,のび太のパパ。画家になるのが夢だったが、今は普通のサラリーマン。のび太を叱るときは、厳しい父親になる。,肌がヌメヌメしてい,2.765817072286489
image,このイラストには、3人のキャラクターが描かれています。左側のキャラクターは、黒い服を着ており、右側のキャラクターは鎧を身につけた壮麗な姿です。最右側のキャラクターは、小さな子供のような服装をしています。彼らは何か重要な出来事に直面しているように見えます。,俺......まだ...生きてるのに......,2.6395735997430174
image,「異音モールにありがちなこと」,不協WAON,4.0
image,「ボケて七不思議」は、日本のテレビ番組のタイトルです。この番組は、司会者や出演者が様々な不思議な現象や謎に挑戦するバラエティ番組です。番組のテーマは「ボケて」という言葉から来ていますが、実際には様々な種類の不思議な出来事が取り上げられます。出演者たちは、その不思議な現象を解説したり、対決したりしながら、視聴者を楽しませています。,どうかなってネタがちょいバズり,3.044887965312108
image,「宇宙船のコックピットで、緊張感あふれるシーン。」,右腕に付いてるカメムシがどんどん登ってくる,2.909329601306698
image,「聴力を失っても作曲を続けるベートーベンを見て、モーツァルトは『偉大な人間だ』と思いました。」,こいつをゴーストライターにしよう,3.3210215348641148
image,「黒板の前で真剣な表情を浮かべる男性」,潜入捜査だって言ってるのに隠しカメラを見てしまう駄目スパイのボブ,2.7995516765016575
image,「建築模型を前に、議論する人々」,田中君が提出した夏休みの自由研究『30分でできる学校制圧シミュレーション』がガチ過ぎて緊急職員会議が開かれる,4.0
image,"はなびまん

いちねんに いちど やってきて、きれいな はなびを みせてくれる。
いきて いなせて",いきるのがやっとの 364にちむしょく。,2.441500139412554
image,「この小さな王子は、フォーマルな服装で登場しました。」,ここにあった車(ベビーカー)わ?,3.0756852460536646
image,この作品は、現代美術家による抽象的な人体像です。金属や木材を組み合わせた複雑な構造が特徴的で、人物の姿を模した形をしています。背景はシンプルな白壁で、作品の存在感を引き立てています。,メーテルの嘘つき,3.598075639258062
image,「国民の！」,くせに,4.0
image,「この画像は、恐竜時代の祖先であるヒト類の復元図です。彼らは、現代の人類と似たような姿をしていたと考えられています。」,はい、皆さんが静かになるまで先生ここまで退化しました。,2.7285251974529725
image,「戦場の犬、あなたは戦いを勝ち取る。」,ポチっとな,2.9536305259146314
image,「雨の日に、静かな表情で雨を受ける像。」,あ!ごめん!次のサービスエリアにはマジで寄るから!,4.0
image,「神秘の水晶球と青い人形」,和田アキ子の涙が顔に直撃した,2.6395735997430174
image,「一緒に寝る時、愛犬はいつも私の心を奪います。」,いや...これは...そういう関係とかじゃなくて...,2.7285251974529725
image,この彫刻は、瞑想または祈りの姿勢をとっている人物を表現しています。背景には赤いレンガの壁があり、シンプルな構造の建物が見えます。彫刻は白く、細部まで丁寧に作られています。,エスカ下眠くもないのにあくびする,2.765817072286489
image,「子供たちの元気な姿がとても印象的です。」,新競技取り立て競争,2.765817072286489
image,「これは何ですか？」と疑問符を付けた表情で、驚きや不思議な感情を表現しています。,「あの頃はー!」「はっ!」,2.830348957243214
image,「日本の骨格」,あっすいません!レントゲンなんでポーズとらないでもらえます?,4.0
image,このロゴは「Bee」の文字が入っています。日本語でキャプションすると、「蜜蜂」という意味になります。蜜蜂は花粉を運ぶ働き蜂や、蜂蜜を生産するハチなど、重要な昆虫です。また、蜜蜂は環境保護や農業の発展にも貢献しています。,akan,2.339676379622312
image,"「警察官：すか？
あなた：ありえない110番」",UNDERVERSE0.7はいつでま,2.8586797092071783
image,「この番組は、一文字だけ抜いて、つまらなさそうなものにします。」,ニュースERO,4.0
image,「信じられないほど驚くべき事実」,アベノマスクって犬猫用だったんだって。あの人優しいね。,2.884909888553468
image,"「3千万...」
「借金があるの」",ももたろ社長!物件を売りましょう!,4.0
image,「運転席に座って、ドライバーとしての役割を果たす犬。」,あれ?僕の車だけ動かないぞ?,2.7285251974529725
image,「牛乳を飲むのは、毎日のように楽しいですね。」,小さい頃からちゃんと牛乳飲んでおくんだった...!,2.765817072286489
image,「いつもほんとうにすみません」,うちのジャイアンが,2.520480783476038
image,この映画のタイトルは「1936ベルリンオリンピック」です。,ヤーミン,2.6395735997430174
image,「イエス・キリストが十字架から降りて、人々に復活を告げている様子」,俺神でーす、俺神でーすとずっとふざけて言っていたら、なんか崇められるようになって緊張してる,2.830348957243214
image,"「超巨大大地底生物 デス・ワーム」
「ヤツらが、来る」
「砂の王国」",ナリのミミズ,2.441500139412554
image,「えっ、この子はどのくらいの高さですか？」,こいつは人じゃない,2.6868364282230046
image,「意味わからな過ぎて引いたとき」,赤あげて白あげないで赤あげない,2.1961638506021033
image,「どうしたの!?」,漏れそう,2.909329601306698
image,「ココイチのカレーを一日で全種類食べつくした時にもらえる特典とは？」,その場でもう1杯ずつサービス,2.520480783476038
image,「笑顔でポーズを取る男性の写真」,ポケットの中には・・・がひとつポケットをたたくと(ズン)Ouch!,2.9321727170334553
image,申し訳ありませんが、その画像には日本語のテキストや字幕が表示されていません。漫画のキャラクターが何かを話しているか、または何かの状況について説明しているかは分かりません。もし特定のキャラクターのセリフや状況について知りたい場合は、その詳細を教えていただけますか？それとも、他の画像や情報が必要ですか？,オレが言うのもアレだけどwww,2.1961638506021033
image,「扇風機の頭を持つ人間が、手を振る女性と会話しているイラストです。」,ですからね、家で溜まった熱は外で発散しなきゃって思うわけですよ、奥さん,2.6395735997430174
image,「テレビを見ながら、何かを考えている様子。」,続きはwebで?webって何チャンネルだ?,3.0606214642948233
image,「UFO戦士ヒーロー」のBlu-ray Vol.1のジャケットです。,お湯入れる前にソース,2.6395735997430174
image,「母と娘の静かな時間」 - オランダの画家、フリードリヒ・フォン・ハーゲルマンの作品です。母は娘に何かを教えるかのように、本を読んでいる様子が描かれています。背景には古い家具や調理器具が並んでおり、古風な雰囲気を感じさせます。娘も同じような服装をしており、二人の関係性が伝わってきます。この絵は、母と娘の絆や日常の情景を表現した素晴らしい作品です。,パブロンのCM,2.765817072286489
image,「名作漫画を1文字変更してやばくしてください」,とっとこハゲ太郎,2.765817072286489
image,「日本の野球チームが国歌を歌うシーン」,校歌に、だれも歌えないくらい高音のパートがある,2.6868364282230046
image,「日本の歴史を学ぶと、このような情景がよく見受けられます。」,すんのかい...,2.7995516765016575
image,「怒りの父と息子たち」,ここにあった畳を何処にやったんだ!!,2.830348957243214
image,「インターネットを楽しむおじいちゃん」,「ほらっ、あなたのボケたくさん星がついてるわよ」「亡くなった同級生ばかりだ!」,2.7995516765016575
image,ディズニーの知育えほん プーさんの大迷路 3歳から,便処理施,2.765817072286489
image,「あなたが何を考えてるの？」,ボケてのネタで「どんなナン事件もカレーに解決」が頭から離れなくなって幻覚まで見えるようになった,2.6395735997430174
image,「富士山頂にて謎のボタンを発見。押すとどうなる？」,家のエアコンが冷房、16°C、強風で動き出す,2.5850126684327632
image,「この番組は、一文字だけ抜いて、つまらなさそうなものにします。」,棒,3.1546658901171485
image,「猫の怒りは、人間の怒りを上回るほど恐怖を引き起こす。」,「一狩り行こうぜ!」「ニャー!」,2.765817072286489
image,「抱きしめる二人」,「お父さん、娘さんを僕にください!」『君、グイグイくるね』,4.0
image,「水泳競技の瞬間、力強い体勢でジャンプする選手」,結構すごい事してるのに「え?すごい子とシてるの?」とか言われてまっっじで悔しいですッッ!!!!,3.2737587063841276
image,「そうだ、きたねえぞ。それが金国一のやることか！！まじめにやれっ！」,ハンバーーーグ!!,2.441500139412554
image,「星のカービィ」の漫画の一部です。キャラクターが「星のカービィ」という言葉を言っている場面です。,今は価値観が多様化しています。 これからは、前だけでなく横や後ろにも自由に進める社会の形成を目指すべk,2.884909888553468
image,申し訳ありませんが、この画像の内容を日本語で説明することはできません。画像には人物や文字が含まれていますが、その意味や文脈が不明確です。もし画像の詳細な説明や背景情報を提供していただけますと、より適切な回答ができるかもしれません。,たかし君をワイパーにはさんで,2.884909888553468
image,「マジで読む気が出ない昔話の書き出しとは？」,聞きたいか俺の武勇伝,2.6868364282230046
image,「小さな男の子が、赤い消防車の前で何かを思案している様子。」,あれ?ママとパパがいないや。まいっか、ここにはパパの財布があるし、ハンバーガー買いに行こっと,2.6868364282230046
image,申し訳ありませんが、この画像の内容を日本語で説明することはできません。画像には人物や文字が含まれていますが、その意味や文脈が不明確です。もし画像の詳細な説明や背景情報を提供していただけますと、より適切な回答ができるかもしれません。,葬式に遅刻して,4.0
image,「親切な母ウサギが子供たちを優しく見守っています。」,特別な日はお気に入りのブローチ,2.884909888553468
image,「飛行機の乗客に何かを説明している係員さん」,吉本新喜劇のポットの方いませんか~?,2.765817072286489
image,「道路を飛び跳ねる羊」,いった!左足つった!,2.765817072286489
image,「小さな男の子が、赤い消防車の前で何かを思案している様子。」,沢山の人達が僕を探しに火の中に突っ込んでいってる。,4.0
image,「彼女にフラれました」,あー,2.7285251974529725
image,「アメリゴは、自分の発見についての説明をしたが、後に嘘だとバレた。」,STAP細胞はあります,2.5850126684327632
image,「笑顔で握手を交わす日本の著名な人物」,iOS7にアプデしたらマリンバの着信音が無くなってて焦ったけど、設定からクラシックを選択で元通りになったよ~!,3.2092268214274027
image,「みんなで一丸となって、どんな困難も乗り越えられる。」,金曜日の夜,2.8586797092071783
image,「曲の歌詞を少しだけ変えて」,口癖はなぜ豆腐から聞こえるの〜あの熊はなぜワラジを編んでるの〜♪,4.0
image,「ボケて七不思議」は、日本のテレビ番組のタイトルです。この番組は、司会者や出演者が様々な不思議な現象や謎に挑戦するバラエティ番組です。番組のテーマは「ボケて」という言葉から来ていますが、実際には様々な種類の不思議な出来事が取り上げられます。出演者たちは、その不思議な現象を解説したり、対決したりしながら、視聴者を楽しませています。,どうせ星なんてつかないんだからやめりゃいいのに、つい投稿してしまう,2.8586797092071783
image,「成人式の挨拶で言ったらマズい言葉第1位は？」,久しぶりのお酒はいいですね〜,3.0756852460536646
image,"1. 「何が起こっているの？」
2. 「……」
3. 「何が起こっているの？」
4. 「……」",これが本当のガチャめ...ププッ,2.6395735997430174
image,「この画像は、恐竜時代の祖先であるヒト類の復元図です。彼らは、現代の人類と似たような姿をしていたと考えられています。」,はい、みんなが静かになるまで先生こんなに老けました,2.9929983330757075
image,"「プレステ3 5万円→19万円!?」
「じゃねえぞ」",欲しそう顔?ふざけん,2.441500139412554
image,「氷の女王」のエルサとアリスが一緒に魔法を操っているシーン。エルサは青い服を着て、アリスは紫色の服を着ています。二人とも大きな目をしており、魔法の光が彼らを取り囲んでいます。,「で、用済みの無能どもはドッバーンてわけよ」「えっげつねぇー!べらぼうにえっげつねぇよ姉さん!」,4.0
image,「笑顔がとっても可愛らしい赤ちゃんの写真です。」,今から俺とハイハイ行こうぜ乗せてってやるよ,2.9536305259146314
image,「水の中の幸せな海獣たち」,「いつもの洗剤の箱と違くね?」「ゼラチンって書いてるね」,3.011153361096939
image,クリスマスソングの歌詞を少し変えて悲しくして,恋人がサンタクロース♪でも他界サンタクロース,2.765817072286489
image,「会議中、突然のアクロバティックなパフォーマンスが会場を沸かせました。」,パワーポイントの意味がわからず「オ、オレは肘がパワーポイントだぜぇ!!」と叫んで会議を乗り切ったジョーイ,4.0
image,「ボケてのいいなと思うところ」は、何かを面白く見つける能力や、軽い気持ちで楽しむ心遣いを表現しています。笑顔のキャラクターが添えられており、その表情からもその意味が伝わってきます。,スベったボケをスルーしてくれる,2.6395735997430174
image,「お前ら、何をやるんだよ！」,ガラゴンとデバステーターが戦ってアンパンマンワールドが壊れていく,2.765817072286489
image,"この写真は、同じ人物が異なる表情やポーズで撮影された6枚の写真を組み合わせたものです。以下に日本語でキャプションを提案します：

1. 左上：「笑顔で見つめている」
2. 右上：「驚いた表情」
3. 左中：「リラックスした姿勢」
4. 右中：「笑顔で話している」
5. 左下：「リラックスした姿勢」
6. 右下：「驚いた表情」",情緒不安定,4.0
image,"上：大仏様の正面像
下：大仏様の背面像

この2枚の写真は、日本の奈良県にある大仏様の正面と背面を示しています。大仏様は、高さ約18米の巨大な仏像で、世界最大の石造りの仏像として知られています。この写真では、仏像の表情や姿勢がよく伝わっており、その大きさと美しさを実感することができます。",後光つけるの忘れてた,2.830348957243214
image,「レベル999」は「明日持ってきてます」です。,しゅ?く?だい?意味が分かりません...,3.290224254122559
image,「ピザを食べながら、家族との時間を大切に過ごす幸せな一日。」,張り切ってホームパーティー開いたけど友達来なかったな・・・,2.7285251974529725
image,「雨の中、孤独な姿を。」,あきらめろ田中・・・、楽しみにしてたのはわかるが遠足は中止だ。,4.0
image,「ついに！プロゴレの修音高校へ行くぞ！」,朝子の彼氏をリャクダツ,2.339676379622312
image,「腹減った～」という言葉が繰り返される中、イケメンの声が聞こえてくると、女性は何か言いたげな表情を浮かべます。 caption: 「腹減った～」って何言ってるの？ これって何の意味？ ちょっと気まずいな。,(キュン),2.7285251974529725
